證券代碼,Y,ROA 稅前息前折舊前,ROA 稅後息前,ROA 稅後息前折舊前,ROE 稅後,ROE 常續利益,已實現銷貨毛利率,營業利益率,稅前淨利率,稅後淨利率,業外收支 / 營收,常續利益率 稅後,營業費用率,現金流量比率,有息負債利率,稅率,每股淨值,常續性 EPS,每股現金流量,每股營業額,每股營業利益,每股稅前淨利,營收成長率,營業毛利成長率,已實現銷貨毛利成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,折舊性固定資產成長率,總資產報酬成長率,流動比率,速動比率,利息支出率,總負債 / 總淨值,負債比率,淨值 / 資產,長期資金適合率,借款依存度,或有負債 / 淨值,營業利益 / 實收資本比,稅前純益 / 實收資本,存貨及應收帳款 / 淨值,應收帳款週轉次數,總資產週轉次數,固定資產週轉次數,淨值週轉率（次）,淨營業週期（日）
3555 博士旺,0,-8.46,-4.13,-9.02,-4.45,-9.81,1.7,-21.19,-7.54,-8.66,13.65,-19.08,22.88,-497.72,2.56,0,10.95,-1.16,-5.27,6.07,-1.29,-0.46,-13.78,-84.32,-84.32,-56.1,-118.93,-123.37,-123.37,-58.62,-9.93,-13.59,,-20.78,1124.66,881.22,-0.34,9.8,8.93,91.07,44884.8,0,0,-12.86,-4.57,19.7,10.31,0.48,280.71,0.51,112.94
3567 逸昌,0,30.79,14.28,24.73,16.99,16.99,41.12,27.59,27.93,22.5,0.34,22.5,13.53,229.26,0,19.46,15.74,2.72,5.28,12.11,3.34,3.27,-1.31,-3.19,-3.19,-2.81,-3.25,-4.93,-4.93,-4.94,-7.46,-3.56,-10.08,-0.53,203.85,198.69,0.06,16.52,14.17,85.83,128.48,0,0,32.13,32.53,19.14,3.89,0.63,0.95,0.76,76.53
3672 康聯訊,0,6.81,2.81,4.62,3.78,3.89,35.77,5.42,4.35,2.64,-1.07,2.72,30.35,0.07,1.5,39.25,14.55,0.35,0,22.02,1.19,0.94,6.03,-1.42,-1.42,-26.77,-35.69,-40.49,-40.49,-38.89,1.29,-4.07,-3.67,-1.62,262.83,187.29,6.72,46.05,31.53,68.47,401.73,22.11,0,11.38,9.13,42.55,8.48,1.01,5.44,1.43,89.61
3684 榮昌,0,9.89,5.97,7.73,10.35,10.67,36.02,11.16,13.34,10.28,2.19,10.6,24.86,44.6,1.16,22.96,18.06,2,1.76,18.9,2.11,2.48,-27.15,-29.07,-29.07,-54.24,-37.34,-40.34,-40.34,-36.28,4.91,-7.25,61.91,-3.58,369.43,327.08,5.22,92.52,48.06,51.94,160.38,67.94,0,20.66,24.72,25.01,3.8,0.56,1.28,1.01,29.7
4905 台聯電,0,-0.93,-9.51,-6.71,-10.12,-7.22,32.76,-114.95,-160.33,-407.48,-45.38,-290.61,147.71,-94.56,0,0,80.85,-6.58,-5.43,2.26,-2.6,-3.36,-3.79,-12.18,-12.18,18.23,-112.61,-134.45,-134.45,-118.41,-18.14,-20.11,0.35,-33.78,1270.61,1257.06,0,7.88,7.3,92.7,2565.91,0,0,-26.01,-36.27,1.43,6.39,0.02,0.72,0.02,187.24
4923 力士,0,18.42,14.57,15.72,20.38,20.38,24.44,9.88,10.67,9.16,0.79,9.16,14.56,35.09,3.33,14.14,19.56,3.02,2.08,32.97,3.26,4.22,41.48,89.39,89.39,783.43,2874.67,2812.69,2812.69,2812.69,51.77,93.98,-5.41,17.46,484.71,322.89,0.95,28.79,22.35,77.65,8957.5,0,0,32.59,35.18,63.37,5.07,1.58,146.81,2.22,89.55
4945 陞達科技,0,19.2,19.51,20.07,22.97,22.98,41.44,17.77,20.57,21.69,2.79,21.7,23.66,112.9,0,0,16.85,3.23,3.01,14.88,2.64,3.26,97.31,174.91,174.91,183.28,281.57,375.53,375.53,375.77,42.91,49.68,355.18,19.21,670.69,609.64,0,15.54,13.45,86.55,5565.44,0,0,26.45,30.61,26.98,4.95,0.9,80.61,1.06,70.53
4951 精拓科,0,10.63,6.76,8.68,7.47,7.47,69.34,15.51,17.07,14.04,1.56,14.04,53.83,99.51,0,17.78,16.78,1.43,1.95,9.15,1.42,1.56,4.74,8.44,8.44,100.6,161.36,215.87,215.87,168.93,2.73,0.95,-6.16,3.53,592.38,536.49,0,11.54,10.34,89.66,413.2,0,0,13.86,15.26,13.13,6.69,0.48,2.15,0.53,92.48
4952 凌通,0,14.68,10.04,12.62,13.47,13.44,34.57,10.56,11.38,10,0.81,9.97,24.01,58.44,3.46,12.16,19.15,2.61,3.31,26.14,2.76,2.97,-9.75,-11.75,-11.75,-28.39,-22.97,-20.85,-20.85,-20.9,-3.8,-2.57,-2.75,-2.38,339.45,270.09,1.63,34.97,25.91,74.09,376.22,5.65,0,27.62,29.75,44.92,5.25,0.99,5.06,1.35,94.1
4961 天鈺,0,8.15,6.16,6.59,11.09,11.09,20.13,5.02,4.85,3.93,-0.17,3.93,15.12,-7.54,2.49,19,22.4,2.12,-1.42,54.36,2.73,3.02,23.47,32.42,32.42,140.31,125.91,137.76,137.76,137.76,16.68,39.14,-6.71,3.77,219.98,143.73,6.92,76.43,43.32,56.68,3899.29,22.16,0,27.27,26.35,121.05,4.06,1.48,91.31,2.82,108.22
4991 環宇-KY,0,16.07,10.08,12.99,11.44,11.36,45.98,19.83,20.03,16.27,0.19,16.15,26.15,235.98,4.56,18.78,37.16,3.94,7.31,24.17,4.79,4.9,1.38,0.2,0.2,-13.87,-7.79,-11.05,-11.05,-6.25,14.12,18.73,3.29,-1.09,894.17,705.53,1.6,12.93,11.45,88.55,424.27,3.43,0,47.13,47.59,18.04,7.65,0.61,2.74,0.7,155.56
5274 信驊,0,36.37,24.98,29.24,31.13,31.42,59.89,37.14,39.66,31.85,2.51,32.15,22.75,183.63,4.13,19.68,68.37,20.32,22.94,63.22,23.48,25.15,13.69,17.6,17.6,23.52,35.76,29.09,29.09,31.12,6.36,12.08,59.44,5.92,428.8,393.73,0.11,21.63,17.78,82.22,2745.06,0,0,234.81,250.7,23.18,5.63,0.78,31.2,0.98,85.63
5285 界霖,0,14.98,9.04,12.26,17.77,17.65,18.03,9.17,9.18,7.6,0.01,7.55,8.86,22.79,1.93,17.2,26.58,4.49,4.19,59.44,5.45,5.48,35,20.45,20.45,12.6,24.92,17.39,17.39,18.02,18.87,9.49,36.31,2.04,201.47,124.82,7.62,117.59,54.04,45.96,197.1,89.96,0,54.51,54.58,95.03,4.73,1.12,3.49,2.34,141.29
5348 系通,0,81.62,77.04,80.99,130.8,133.7,-1.15,149.9,151.6,151.6,1.69,154.96,55.65,-201.4,2.35,0,6.59,5.31,-1.71,3.43,5.14,5.19,-12.48,-104.85,-104.85,441.55,449.95,449.95,449.95,478.87,29.77,387.38,-1.93,110.68,800.9,592.12,0.46,15.99,13.78,86.22,1745.26,0,0,51.37,51.95,21,5.42,0.51,8.99,0.86,110.74
5487 通泰,0,5.46,3.97,4.36,4.82,4.82,31.53,6.57,7.77,6.2,1.2,6.2,24.96,-23.09,0,20.2,21.11,1.01,-0.51,16.27,1.07,1.27,-9.14,-6.36,-6.36,-41.07,-21.78,-22.28,-22.28,-22.28,-5.5,1.59,-6.92,-1.11,830.17,393.17,0.03,16.9,14.46,85.54,475.46,0,0,10.5,12.43,34.5,4.97,0.64,3.62,0.78,143.65
6202 盛群,0,24.88,19.6,21.25,25.72,25.72,49.24,22.84,25.61,22.01,2.77,22.01,26.4,113.99,0,14.07,18.57,4.7,5.44,21.5,4.91,5.51,5.37,9.93,10.74,17.75,16.43,14.36,14.36,16.5,3.56,3.06,-4.18,2.22,400.39,264.16,0,31.52,23.97,76.03,1059.96,0,0,49.11,55.07,35.56,5.66,0.89,11.96,1.17,67.01
6261 久元,0,15.46,5.91,11.94,7.26,7.26,26.44,14.12,16.9,12.59,2.78,12.59,16.75,51.72,2.97,25.53,45.18,3.58,6.16,27.16,3.84,4.59,-4.9,-7.45,-7.45,-19.83,-0.76,-9.65,-9.65,-10.53,-1.84,-2.47,-20.04,-1.89,314.63,257.62,4.81,28.21,22,78,290.73,12.35,0,38.36,45.91,29.12,3.02,0.45,1.48,0.58,146.72
6271 同欣電,0,16.78,8.03,13.56,9.72,9.71,25.65,15.36,16.8,13.67,1.44,13.67,10.29,89.13,3.52,18.6,63.19,6.13,9.26,44.83,6.89,7.53,-4.29,0.21,0.21,-2,13.23,4.08,4.08,4.49,-3.86,0.33,-5.39,-0.87,468.54,382.91,0.83,19.28,16.16,83.84,248.95,2.39,0,68.85,75.31,24.97,5.71,0.58,1.72,0.71,108.35
6287 元隆,0,3.29,0.34,1.85,-9.7,-25.92,2.96,-1.63,-1.65,-1.65,-0.02,-4.4,4.59,-10.58,4.24,0,0.72,-0.2,-0.31,4.62,-0.08,-0.08,13.46,2100.4,2100.4,60.03,73.89,73.89,73.89,34.02,-8.65,-14.28,-9.15,2.71,109.7,58.29,664.89,579.42,85.28,14.72,135.97,410.88,0,-0.75,-0.76,378.57,3.71,0.9,3.29,5.88,155.1
6411 晶焱,0,22.92,17.85,18.81,24.9,24.95,40.13,20.69,22.81,18.73,2.12,18.77,19.43,55.65,1.12,17.87,30.6,7.54,6.26,38.89,8.05,8.94,6.17,7.94,7.94,6.55,31.02,26.29,26.29,27.18,10.06,16.97,-2.51,3.94,296.36,151.62,0.14,35.73,26.32,73.68,459.59,6.26,0,80.48,88.72,43.67,4.9,0.95,5.64,1.33,107.64
6426 統新,0,9.92,1.39,7.8,1.46,1.59,32.21,1.23,3.43,2.4,2.19,2.61,30.98,96,2.36,29.9,21.82,0.38,2.4,13.83,0.17,0.47,-16.67,-42.31,-42.31,-94.16,-81.46,-85.78,-85.78,-83.58,-9.11,-7.24,9.1,-6.17,668.08,574.69,26.38,31.83,24.15,75.85,330.79,21.05,0,1.69,4.7,25.63,4.38,0.46,1.82,0.61,150.92
6451 訊芯-KY,0,7.51,3.29,6.27,5.25,5.77,18.84,3.07,7.58,6.51,4.51,7.15,15.78,-4.62,1.33,14.12,53.26,3.1,-1.42,42.35,1.3,3.21,41.83,39.72,39.72,-43.59,363.87,170.24,170.24,129.19,22.2,4.23,206.41,2.79,241.74,207.88,12.03,90.15,47.41,52.59,282.61,53.47,0,12.98,32.09,32.15,4.67,0.46,2.71,0.81,77.86
6465 威潤,0,-3.64,0.55,-2.85,0.25,-7.04,39.56,-18.28,-3.08,0.47,15.21,-13.25,57.85,-49.15,1.39,0,11.7,-0.82,-2.4,6.22,-1.14,-0.19,-19.13,-38.17,-38.17,-390.51,-115.49,-97.46,-97.46,-4403.95,18.96,-0.15,-0.71,-5.51,295.17,239.33,92.49,88.99,47.09,52.91,250.99,78.79,0,-10.96,-1.84,15.72,30.59,0.31,0.91,0.53,124.68
6470 宇智,0,13.45,9.49,10.98,17.51,17.51,19.91,6.55,7.76,6.36,1.21,6.36,13.36,-13.82,2.37,18.06,19.48,3.3,-2.3,51.79,3.39,4.02,6.22,0.81,0.81,-17.51,59.01,53.44,53.44,53.48,6.11,7.22,0.22,3.44,209.11,193.7,4.57,90.43,47.49,52.51,1130.58,25.54,0,33.93,40.21,113.19,3.44,1.44,28.67,2.75,59.27
6514 芮特-KY,0,14.84,9.45,11.55,12.38,12.61,25.4,12.14,16.37,12.62,4.23,12.85,13.26,39.63,2.13,22.96,22.64,2.79,2.81,21.69,2.63,3.55,18.39,12.65,12.65,12.59,55.27,54.17,54.17,92.34,10.45,5.02,-12.2,3.13,303.96,269.85,0.18,34.45,25.62,74.38,495.42,2.07,0,26.33,35.52,35.6,4.21,0.75,4.44,0.98,54.72
6525 捷敏-KY,0,27.21,17.94,21.97,23.7,23.72,30.58,22.18,28.05,22.7,5.88,22.72,8.4,83.85,0,19.1,29.84,6.61,8.15,29.08,6.45,8.16,10.27,-1.46,-1.46,-7.4,25.27,23.47,23.47,24.13,17.01,15.37,24.91,4.64,261.31,238.56,0,32.98,24.8,75.2,285.01,0,0,64.5,81.59,23.11,4.92,0.79,3.09,1.04,20.09
6530 創威,0,6.23,4.57,5.12,5.29,5.67,31.06,9.21,10.11,8.21,0.9,8.8,21.85,25.24,0,18.75,13.71,0.74,0.47,8.39,0.77,0.85,-20.58,-15.71,-15.71,-29.92,-11.94,-14.97,-14.97,-13.54,6.78,11.15,-7.42,-0.8,837.35,556.87,0,13.46,11.86,88.14,15704.8,0,0,7.72,8.48,25.46,4.69,0.56,92.36,0.64,99.74
6532 瑞耘,0,23.49,17.05,18.75,21.38,21.34,38.08,26.23,29.08,23.22,2.86,23.18,11.85,79.92,0,20.15,17.34,3.45,3.33,14.89,3.9,4.33,28.97,39.35,39.35,58.84,95.6,88.67,88.67,89.03,14.83,15.68,-7.79,8.64,421.41,322.43,0.04,25.03,20.02,79.98,462.79,0,0,39.05,43.3,38.16,6.03,0.73,3.87,0.92,106.29
6568 宏觀,0,20.63,14.71,16.06,17.73,17.64,45.68,23.27,25.15,19.56,1.88,19.46,22.4,143.09,0,22.25,51.92,8.81,14.65,45.27,10.54,11.39,0.68,1.17,1.17,-18.15,-4.54,-8.26,-8.26,-8.65,6.83,8.28,-1.66,-0.62,497.14,438.98,0.02,19.75,16.49,83.51,602.85,0,0,105.37,113.88,17.75,12.42,0.75,5.24,0.91,60.75
6588 東典光電,0,12.75,5.4,9.56,7.61,7.61,40.11,19.65,21.24,15.12,1.59,15.12,20.46,27.14,1.51,28.81,20.51,1.61,1.03,10.65,2.09,2.27,-45.69,-64.36,-64.36,-76.42,-72.69,-76.39,-76.39,-76.37,-8.81,-5.83,-9.65,-15.5,420.35,262.46,4.36,43.6,30.36,69.64,192.94,33.3,0,20.93,22.62,40.03,3.04,0.34,0.79,0.5,398.99
6640 均華,0,9.23,5.93,6.73,10.2,10.21,34.1,10.27,13.24,9.49,2.97,9.5,23.83,15.69,1.49,28.35,32.41,3.1,3.12,32.62,3.35,4.65,-5.58,-5.29,-5.29,1.11,40.39,35.1,35.1,34.96,8.13,14.68,-2.01,1.23,247.9,204.13,5.3,74.56,42.71,57.29,514,29.38,0,33.5,43.18,63.27,2.71,0.6,4.65,1.08,154.06
6651 全宇昕,0,13.35,9.54,10.03,19.58,19.61,28.61,10.41,9.78,7.29,-0.63,7.3,18.2,-3.6,2.81,25.49,16.22,3.05,-0.76,41.76,4.35,4.08,29.54,18.44,18.44,17.31,17.04,5.31,5.31,5.45,22.91,9.22,-7.67,0.41,169.68,86.07,9.23,134.06,57.28,42.72,1319.92,78.77,0,43.47,40.84,194.88,3.27,1.21,32.88,2.69,241.86
6683 雍智科技,0,20.03,13.86,15.95,15.93,15.93,52.51,27.3,28.38,22.58,1.08,22.58,25.21,84.32,0,20.44,39.26,5.94,5.53,26.31,7.18,7.47,16.88,12.96,12.96,26.22,43.34,43.55,43.55,43.55,14.9,11.16,-27.45,5.04,430.91,331.7,0,16.79,14.38,85.62,306.05,0,0,71.83,74.67,30.18,5.5,0.61,2.27,0.71,165.9
6708 天擎,0,6.6,3.8,5.28,5.28,4.29,56.57,-0.31,7.97,6.61,8.28,5.38,56.88,26.43,2.01,16.98,11.82,0.49,1.25,9.2,-0.03,0.73,-26.87,-28.52,-28.52,-101.45,-38.62,-42.3,-42.3,-54.68,-11.45,5.01,17.54,-2.6,339.89,288.88,12.54,41.42,29.29,70.71,18107,26.46,0,-0.29,7.33,22.1,11.36,0.52,152.38,0.8,167.04
6716 應廣,0,24.18,17.57,19.34,21.2,21.2,40.63,18.08,20.76,16.6,2.68,16.6,22.55,140.36,0,20.04,19.85,3.97,5.21,23.89,4.32,4.96,-1.98,0.3,0.3,-20.42,10.37,7.39,7.39,7.39,8.89,12.95,5.34,1.73,601.89,500.53,0.18,18.71,15.76,84.24,3098.3,0,0,42.49,48.81,34.78,5.41,1.06,38.26,1.28,112.97
6788 華景電,0,14.91,9.41,11.09,12.45,12.53,55.86,18.59,20.01,14.66,1.42,14.76,37.28,77.44,1.56,26.71,18.94,2.43,2.61,16.44,3.06,3.32,-25.49,-27.78,-27.78,-53.23,-51.76,-55.79,-55.79,-55.5,-6.08,-4.33,-3.56,-11.03,578.07,441.91,1.64,32.82,24.71,75.29,379.72,13.44,0,30.56,32.89,43.16,4.08,0.63,2.95,0.85,255.21
6823 濾能,0,30.86,21.87,22.88,31.15,31.15,39.7,18.37,18.03,13.32,-0.34,13.32,21.32,27.08,0,26.1,142.51,38.41,13.43,288.29,52.96,51.97,-24.44,-27.89,-27.89,-51.01,-50.53,-55.69,-55.69,-55.69,20.77,36.89,96.06,-29.74,363.91,222.63,0,34.8,25.82,74.18,1837.47,0,0,529.64,519.74,78.45,7.34,1.64,49.23,2.34,141.57
7556 意德士,0,19.67,14.9,15.91,24.38,24.42,37.22,20.61,23.78,19.25,3.17,19.27,16.61,37.97,0.57,19.05,16.95,3.44,2.83,20.26,4.18,4.98,15.28,24.88,24.88,26.39,36.15,39.95,39.95,40.1,35.79,12.74,568.86,5.18,262.81,236.16,0.43,78.38,43.94,56.06,250.12,34.7,0,41.76,48.17,29.88,6.39,0.77,4.21,1.27,-62.39
8016 矽創,0,17.39,13.26,15.38,19.87,19.56,27.78,10.09,10.86,9.81,0.77,9.66,17.69,35.43,2.45,9.64,39.2,6.86,8.72,85.93,8.67,9.39,9.54,14.15,14.15,22.14,13.52,13.75,13.75,24.28,18.99,4.15,4.29,2.08,218.15,143,0.91,60.72,37.78,62.22,642.43,9.15,0,86.72,93.32,65.89,8.72,1.34,12.97,2.02,68.77
8054 安國,0,6.44,4.06,5.26,4.55,2.95,38.93,1.83,6.96,6.16,5.12,3.99,37.09,-29.38,0,11.42,27.57,0.58,-1.01,23.15,0.42,1.64,-10.47,-8.14,-8.11,563.61,21.87,21.15,21.15,880.92,2.61,5.74,-27.81,0.41,765.82,693.98,0,10.46,9.47,90.53,6597.29,0,0,4.24,16.1,14.64,9.82,0.66,39.76,0.74,57.47
8227 巨有科技,0,-2.54,-4.84,-3.25,-6.29,-5.47,29.03,-4.93,-5.35,-5.93,-0.43,-5.16,33.95,22.12,1.45,0,7.97,-0.45,0.53,8.71,-0.43,-0.47,17.03,8.39,8.39,34.46,27.09,12.93,12.93,29.37,1.29,-5.76,-7.92,0.5,275.81,222.73,-0.11,34.65,25.73,74.27,214.88,0,0,-4.29,-4.66,25.1,8.87,0.82,2.32,1.06,40.25
8261 富鼎,0,10.45,7.68,8.85,11.45,11.5,18.45,6.39,6.91,5.9,0.52,5.93,12.05,-1.59,1.72,14.6,17.67,2.05,-0.17,33.31,2.13,2.3,27.21,47.71,47.71,183.35,277.3,327.8,327.8,325.44,22.28,9.55,-5.74,6.41,205.04,106.3,2.49,60.01,37.51,62.49,591.44,18.46,0,21.3,23.02,93.76,4.46,1.28,10.73,1.94,110.11
2434 統懋,1,-14.55,-18.64,-15.44,-38.23,-38.23,-34.98,-56.91,-59.47,-59.31,-2.55,-59.31,21.94,11.88,2.71,0,5.45,-2.56,0.6,4.32,-2.46,-2.57,16.39,-16.66,-16.66,-50.93,-45.77,-39.62,-39.62,-39.6,-14.03,-31.31,-9.69,-5.19,88.4,35.35,-3.69,126.17,55.79,44.21,78.32,57.04,0,-24.56,-25.66,58.56,2.69,0.32,0.55,0.64,262.29
3536 誠創,1,0.58,-2.74,-0.26,-8.02,-7.7,9.95,-5.12,-5.64,-5.73,-0.52,-5.5,15.07,-0.68,2.06,0,5.91,-0.59,-0.06,10.59,-0.54,-0.6,-13.46,-19.94,-19.94,-212.13,-637.48,-806.55,-806.55,-804.28,15.12,-9.09,2.56,-4.27,120.16,65.35,-36.12,155.24,60.82,39.18,129.36,130.16,0,-5.42,-5.97,76.4,3.18,0.62,1.67,1.4,176.52
3579 尚志,1,-27.34,-56.03,-32.02,,,-37.26,-48.88,-112.27,-116.69,-63.39,-85.15,11.62,-8.34,4.8,0,0.84,0.02,-5.32,55.62,-27.19,-62.44,-47.06,-28098.7,-28098.7,-386.74,-842.3,-878.27,-878.27,-709.28,-38.61,-127.72,-38.68,-41.71,31.64,19.56,-3.46,692.75,116.87,-16.87,17.09,-285.75,0,-271.87,-624.41,-97.64,6.31,0.49,0.94,2.95,-4.59
6198 瑞築,1,19.58,13.66,19.07,16.87,17.5,69.5,12.92,16.16,17.06,3.24,17.69,56.58,88.12,0,0,5.03,0.81,0.31,4.58,0.59,0.74,79.81,114.09,114.09,139.23,151.67,154.08,154.08,155.95,-9.72,18.93,-71.39,36.89,1151.62,917.55,0,7.85,7.28,92.72,33864.9,0,0,5.92,7.4,11.89,30.91,0.8,137.19,0.99,145.8
3095 及成,1,5.64,3.22,4.3,13.74,8.95,23.13,2.49,6.5,5.1,4,3.32,20.64,1.15,1.9,21.55,1.51,0.09,0.03,5.05,0.13,0.33,-34.07,-3.42,-3.42,107.61,278.7,320.43,320.43,-77.35,-13.91,-4.75,-8.46,2.38,159.06,130.71,30.37,434.35,81.29,18.71,135.94,298.07,0,1.26,3.28,87.66,3.57,0.48,1,2.7,45.97
2444 兆勁,0,2.06,-1.47,1.29,-2.73,-2.73,10.51,-1.14,-1.69,-1.69,-0.55,-1.69,11.65,-40.05,1.9,0,9.47,-0.26,-2.95,15.52,-0.18,-0.26,30.45,48.76,48.76,81.65,70.67,73.14,73.14,71.65,34.29,-2.79,-7.83,6.07,145.4,60.71,-27.02,78.05,43.84,56.16,215.85,41.69,0,-1.7,-2.52,92.04,6.61,1.06,3.46,1.62,121.34
3027 盛達,0,-0.05,-0.6,0.81,-1.31,-0.49,34.32,-5.74,-7.1,-2.76,-1.36,-1.16,40.07,-5.44,1.92,0,14.52,-0.08,-0.21,6.3,-0.36,-0.45,-21.34,-16,-16,-25.51,-1057.69,-110.45,60.18,88.24,-1.05,-0.46,14.25,1.19,319.31,270.03,-61.17,47.24,32.09,67.91,295.34,25.91,0,-3.62,-4.48,18.08,6.24,0.29,1.17,0.42,122.44
3081 聯亞,0,20.2,9.78,16.58,11.12,11.14,48.09,25,25.21,21.07,0.22,21.12,23.09,200.92,0,16.43,44.71,4.96,9.94,23.49,5.87,5.94,-9.56,-19.48,-19.48,-36.61,-38.78,-35.4,-35.4,-35.77,8.55,0.83,58.54,-4.53,442.65,397.14,0.96,18.79,15.82,84.18,164.35,0,0,58.71,59.22,15.3,4.62,0.46,1.06,0.53,127.68
3138 耀登,0,13.97,5.26,10.92,8.62,7.82,41.73,5.16,8.19,6.35,3.04,5.75,36.57,30.92,1.95,22.49,16.11,1.33,3.18,22.6,1.17,1.85,22.95,14.4,14.4,-25.32,-17.16,-3.42,-3.42,-11.33,29.79,5,3.11,2.62,195.96,153.03,4.92,88.3,46.89,53.11,245.19,7.57,0,11.66,18.52,53.64,3.9,0.8,3.12,1.36,79.33
3163 波若威,0,11.14,5.74,8.5,9.43,8.62,18.05,5.37,7.67,5.81,2.3,5.31,12.67,36.71,1.34,24.31,22.11,1.8,5.31,33.91,1.82,2.72,-0.37,21.37,21.34,142.25,103.35,94.94,94.94,50.29,11.79,12.42,-6.25,3.39,193.99,161.53,4.84,70.22,41.25,58.75,278.23,21.61,0,17.3,24.7,52.65,4.66,0.95,4.02,1.62,51.02
3221 台嘉碩,0,5.76,-1.1,3.84,-1.94,-2.09,17.41,2.92,-0.89,-1.71,-3.81,-1.84,14.48,40.89,1.26,0,17.16,-0.37,2.99,20.02,0.59,-0.18,9.45,-2.54,-2.57,-17.35,-137.1,-204.6,-204.6,-199.04,-2.24,-5.18,-9.44,-1.78,200.65,143.84,-20.89,53.05,34.66,65.34,236.67,25.39,0.28,5.79,-1.76,46.88,4.63,0.75,2.45,1.14,105.39
3234 光環,0,1.94,-11.47,-0.88,-31.46,-31.46,4.85,-21.1,-22.2,-22.2,-1.1,-22.2,25.94,30.27,1.76,0,11.76,-4.23,4.65,19.17,-4.05,-4.42,-27.64,-72.45,-72.29,-65.1,-75.83,-77.66,-77.66,-77.57,-19.81,-20.91,-21.61,-4.87,82.14,45.36,-7.79,160.27,61.58,38.42,93.44,118.04,0,-40.45,-42.56,75.14,4.78,0.55,1.09,1.42,179.92
3363 上詮,0,8.67,4.59,6.63,6.21,5.21,21,5.97,7.55,5.83,1.58,4.89,15.03,70.27,2.42,22.76,19.57,0.91,3.48,18.65,1.11,1.47,1.68,-7.09,-7.09,-40.79,-45.33,-45.25,-45.25,-49.76,5.33,26.53,14.5,-2.58,300.4,243.76,5.03,29.57,22.82,77.18,285.74,5.67,0,10.64,13.46,36.21,3.37,0.75,2.91,1.06,106.76
3447 展達,0,6.54,8.62,5.72,19.69,6.93,12.97,2.64,7.89,7.77,5.25,2.73,10.33,28.81,2.16,1.44,10.06,0.64,2.8,23.26,0.61,1.83,-27.41,12.43,12.43,137.73,181.99,178.1,178.1,143.59,-16.53,21.1,-27.79,17.35,177.57,143.95,4.45,96.66,49.15,50.85,428.41,13.22,0,6.14,18.34,90.13,3.41,1.07,8.31,2.53,58.91
3558 神準,0,13.8,8.56,11.38,16.49,16.45,21.76,6.03,7.25,6.04,1.22,6.03,15.73,38.49,3.83,16.63,57.52,8.63,22.61,161.84,9.75,11.73,-7.87,3.58,3.58,9.44,-4.35,-4.68,-4.68,-4.92,15.45,4.36,-18.71,1.36,146.68,118.96,2.22,105.79,51.41,48.59,206.56,0.53,0,97.54,117.27,50.72,10,1.39,5.58,2.73,-18.7
3669 圓展,0,6.02,2.58,5.08,2.98,2.6,48.54,3.12,3.72,3.42,0.6,2.99,45.42,55.86,0,7.9,26.5,0.69,2.89,23.05,0.72,0.86,1.5,5.74,5.74,24.25,12.83,59.13,59.13,9.14,4.89,0.45,-1.45,1.67,340.69,266.42,6.55,24.51,19.69,80.31,203.49,0,0,7.18,8.57,24.75,8.07,0.72,1.76,0.87,98.57
4908 前鼎,0,11.85,8.16,9.44,8.92,8.91,36.85,19.37,19.92,15.86,0.56,15.85,17.49,168.88,0,20.39,19,1.66,3.06,10.46,2.03,2.09,3.84,12,12,20.52,3.77,0.59,0.59,0.51,4.91,4.29,-4.52,0.13,886.9,772.79,0.02,9.56,8.73,91.27,435.64,0,0,20.25,20.84,18.71,6.87,0.51,2.37,0.56,168.35
4909 新復興,0,1.48,0.17,1.28,0.12,0,8.57,-4.71,-0.13,0.39,4.58,0,13.28,35.68,1.55,0,27.16,0,1.04,8.36,-0.39,-0.01,-27.92,-59.49,-59.49,-173.07,-100.73,-96.97,-96.97,-99.99,-13.91,-2.89,-9.46,-2.86,901.31,860.54,55.03,17.43,14.85,85.15,665.6,3.94,0,-3.94,-0.11,12.61,2.67,0.24,1.99,0.3,129.55
4977 眾達-KY,0,16.22,9.85,14.84,12.68,14.5,23.96,12.8,10.13,9.8,-2.67,11.2,10.53,130.78,4.33,3.31,32.51,4.47,14.53,37.46,4.79,4.06,31.24,18.05,18.05,30.99,0.29,-3.62,-3.62,32.38,24.07,32.48,-0.88,0.41,296.39,169.04,7.13,32.66,24.62,75.38,316.23,9.02,0,47.69,37.75,36.82,8.15,0.95,3.58,1.29,101.75
5353 台林,0,9.51,5.93,7.79,9.06,8.98,19.94,6.09,7.02,5.8,0.93,5.75,13.86,49.18,0,17.34,15.51,1.37,3.43,23.75,1.45,1.67,7.83,25.84,25.84,65.72,37.59,34.38,34.38,32.7,3.41,4.14,28.07,1.94,227.49,183.17,0.15,52.39,34.38,65.62,279.41,0,0,14.46,16.67,39.06,6.76,1.02,4.5,1.56,33.08
6136 富爾特,0,3.36,2.92,3.12,3.05,3.04,14.84,-3.5,10,9.4,13.5,9.37,18.34,100.92,0.4,6,22.45,0.68,0.88,7.38,-0.26,0.74,33.55,-17.3,-17.3,-11.85,-10.7,-9.44,-9.44,-12.08,-0.24,-0.72,-5.19,-0.38,985.52,894.59,0.01,4.71,4.5,95.5,1804.4,0.34,0,-2.58,7.38,9.8,4.33,0.31,5.81,0.32,114.15
